"latitud","longitud","sucursal","dias sin gestion","aceptacion","monto adeudado","saldo total","porcentaje pagado","ejecutivo"
"21.011855","-89.655283","MÉRIDA","43","NO"," $31.768,76 "," $31.768,76 ","34.74","AACOCO"
"20.920442","-89.652232","MÉRIDA","19","NO"," $35.614,21 "," $35.614,21 ","37.72","HOCOLU"
"21.294569","-89.604521","MÉRIDA","103","NO"," $21.867,40 "," $21.867,40 ","35.19","AACOCO"
"20.855106","-90.39393","MÉRIDA","119","NO"," $10.804,82 "," $10.804,82 ","59.36","HOCOLU"
"20.934564","-89.634748","MÉRIDA","19","NO"," $20.211,90 "," $20.211,90 ","46.82","AACOCO"
"20.97025","-89.551094","MÉRIDA","22","NO"," $44.479,24 "," $44.479,24 ","29.94","HOCOLU"
"20.91484","-89.680173","MÉRIDA","30","NO"," $38.562,56 "," $38.562,56 ","28.58","AACOCO"
"21.016226","-89.888857","MÉRIDA","12","SI"," $148.389,36 "," $148.389,36 ","28.1","PABASA"
"20.991432","-89.711723","MÉRIDA","12","SI"," $19.283,07 "," $19.283,07 ","46","AACOCO"
"20.998679","-89.719401","MÉRIDA","52","NO"," $39.713,85 "," $39.713,85 ","26.18","AACOCO"
"20.891258","-89.669348","MÉRIDA","19","NO"," $41.944,53 "," $41.944,53 ","24.88","HOCOLU"
"20.952848","-89.658156","MÉRIDA","23","NO"," $17.641,53 "," $17.641,53 ","43.6","HOCOLU"
"20.957041","-89.54363","MÉRIDA","28","NO"," $21.527,70 "," $21.527,70 ","33.44","HOCOLU"
"20.627166","-89.500438","MÉRIDA","16","NO"," $41.944,49 "," $41.944,49 ","22.04","HOCOLU"
"20.915735","-89.65135","MÉRIDA","24","NO"," $39.897,93 "," $39.897,93 ","29.42","CAFUVI"
"20.926115","-89.681656","MÉRIDA","32","NO"," $29.090,27 "," $29.090,27 ","19.57","HOCOLU"
"21.022798","-89.640746","MÉRIDA","30","NO"," $31.988,04 "," $31.988,04 ","15.99","AACOCO"
"20.949215","-89.695699","MÉRIDA","12","SI"," $15.354,36 "," $15.354,36 ","30.01","HOCOLU"
"20.942629","-89.609751","MÉRIDA","17","NO"," $42.239,07 "," $42.239,07 ","19.19","HOCOLU"
"21.069926","-89.521805","MÉRIDA","12","SI"," $4.513.602,61 "," $4.513.602,61 ","3.7","PABASA"
"20.930731","-89.645474","MÉRIDA","49","NO"," $26.631,15 "," $26.631,15 ","21.99","HOCOLU"
"21.023541","-89.548593","MÉRIDA","16","NO"," $46.309,19 "," $46.309,19 ","14.34","HOCOLU"
"20.956728","-89.659268","MÉRIDA","34","NO"," $19.427,95 "," $19.427,95 ","25.33","AACOCO"
"20.96529","-89.68391","MÉRIDA","38","NO"," $47.384,64 "," $47.384,64 ","10.57","AACOCO"
"20.915735","-89.65135","MÉRIDA","94","NO"," $24.427,40 "," $24.427,40 ","13.3","CAFUVI"
"20.921843","-89.639659","MÉRIDA","17","NO"," $15.017,96 "," $15.017,96 ","28.69","AACOCO"
"20.960053","-89.681774","MÉRIDA","19","NO"," $20.655,17 "," $20.655,17 ","18.38","AACOCO"
"20.892387","-89.673714","MÉRIDA","28","NO"," $16.779,66 "," $16.779,66 ","19.39","HOCOLU"
"20.928155","-89.644073","MÉRIDA","12","SI"," $45.872,55 "," $45.872,55 ","10.78","AACOCO"
"20.952588","-89.604345","MÉRIDA","42","NO"," $33.324,32 "," $33.324,32 ","16.79","AACOCO"
"20.952883","-89.63318","MÉRIDA","37","NO"," $25.024,33 "," $25.024,33 ","9.01","AACOCO"
"20.937256","-89.629985","MÉRIDA","19","NO"," $18.490,71 "," $18.490,71 ","13.86","AACOCO"
"0","0","MÉRIDA","52","NO"," $42.002,85 "," $42.002,85 ","8.62","ENDEGO"
"21.092913","-89.277644","MOTUL","13","SI"," $24.758,14 "," $24.758,14 ","38.76","GJCHKU"
"21.166009","-89.361193","MOTUL","26","NO"," $23.447,96 "," $23.447,96 ","51.81","JEPECH"
"21.252581","-89.041413","MOTUL","13","SI"," $8.533,13 "," $8.533,13 ","65.69","GJCHKU"
"21.106853","-89.287891","MOTUL","13","SI"," $60.791,98 "," $60.791,98 ","28.84","GJCHKU"
"21.095192","-89.294883","MOTUL","30","NO"," $10.015,44 "," $10.015,44 ","54.55","GJCHKU"
"21.08877","-89.296737","MOTUL","12","SI"," $24.101,52 "," $24.101,52 ","23.75","JEPECH"
"20.996606","-89.394052","MOTUL","12","SI"," $22.260,90 "," $22.260,90 ","30.14","GJCHKU"
"21.109288","-89.249498","MOTUL","12","SI"," $3.250,92 "," $3.250,92 ","68.37","GJCHKU"
"21.106853","-89.287891","MOTUL","13","SI"," $9.294,03 "," $9.294,03 ","42.3","GJCHKU"
"21.121314","-89.267135","MOTUL","13","SI"," $6.875,27 "," $6.875,27 ","27.34","NAHEYA"
"21.565946","-88.230915","PANABA","29","NO"," $74.519,95 "," $74.519,95 ","30.01","JMCHCH"
"21.407817","-88.503229","PANABA","311","NO"," $15.524,89 "," $15.524,89 ","70.16","FEABCA"
"21.387777","-88.141928","PANABA","17","NO"," $2.654,86 "," $2.654,86 ","86.48","FEABCA"
"21.566679","-88.234266","PANABA","50","NO"," $3.634,60 "," $3.634,60 ","90.01","JMCHCH"
"21.297462","-88.272714","PANABA","29","NO"," $13.064,96 "," $13.064,96 ","75.49","JMCHCH"
"21.566838","-88.235513","PANABA","32","NO"," $21.707,36 "," $21.707,36 ","40.88","FEABCA"
"21.564339","-88.233854","PANABA","32","NO"," $12.279,10 "," $12.279,10 ","55.02","FEABCA"
"21.297243","-88.271288","PANABA","37","NO"," $7.065,07 "," $7.065,07 ","77.77","JMCHCH"
"21.301158","-88.273066","PANABA","32","NO"," $3.414,08 "," $3.414,08 ","73.63","FEABCA"
"21.294016","-88.274007","PANABA","83","NO"," $32.848,15 "," $32.848,15 ","21.17","PDGOAC"
"21.295843","-88.266251","PANABA","18","NO"," $25.073,09 "," $25.073,09 ","22.62","PDGOAC"
"21.298033","-88.272478","PANABA","12","SI"," $25.276,37 "," $25.276,37 ","54.12","PDGOAC"
"21.29023","-88.270799","PANABA","32","NO"," $6.552,04 "," $6.552,04 ","48.67","FEABCA"
"21.561365","-88.233204","PANABA","30","NO"," $5.261,59 "," $5.261,59 ","50","YGKUHU"
"21.299733","-88.270333","PANABA","12","SI"," $10.624,70 "," $10.624,70 ","23.37","PDGOAC"
"21.59074","-88.15612","PANABA","24","NO"," $4.832,30 "," $4.832,30 ","6.8","PDGOAC"
"20.697764","-88.598054","PISTE","14","NO"," $94.998,94 "," $94.998,94 ","38.71","FEGONO"
"20.694016","-88.596612","PISTE","136","NO"," $8.833,28 "," $8.833,28 ","79.25","PEBAMA"
"20.699444","-88.589972","PISTE","82","NO"," $10.737,42 "," $10.737,42 ","79.13","PEBAMA"
"20.551623","-88.825923","PISTE","201","NO"," $10.706,51 "," $10.706,51 ","73.9","JGCHCH"
"20.441767","-88.56726","PISTE","149","NO"," $25.862,34 "," $25.862,34 ","59.38","PEBAMA"
"20.694749","-88.591835","PISTE","212","NO"," $3.428,02 "," $3.428,02 ","94.79","WMTUKE"
"20.33156","-88.486298","PISTE","273","NO"," $24.785,96 "," $24.785,96 ","52.73","PEBAMA"
"20.596239","-89.010864","PISTE","Sin Gestion","NO"," $25.324,15 "," $25.324,15 ","51.61","JGCHCH"
"20.698689","-88.589284","PISTE","170","NO"," $2.070,21 "," $2.070,21 ","86.05","PEBAMA"
"20.695336","-88.588211","PISTE","44","NO"," $9.800,32 "," $9.800,32 ","70.86","PEBAMA"
"20.650687","-88.524179","PISTE","47","NO"," $2.818,69 "," $2.818,69 ","78.08","PEBAMA"
"20.442131","-88.567094","PISTE","44","NO"," $13.095,26 "," $13.095,26 ","75.03","PEBAMA"
"20.6981","-88.597133","PISTE","30","NO"," $32.622,73 "," $32.622,73 ","38.59","JGCHCH"
"20.509171","-88.712334","PISTE","278","NO"," $25.979,46 "," $25.979,46 ","44.04","JGCHCH"
"20.699126","-88.587508","PISTE","235","NO"," $13.277,93 "," $13.277,93 ","75","WMTUKE"
"20.701253","-88.584336","PISTE","41","NO"," $22.594,94 "," $22.594,94 ","38.33","FEGONO"
"20.702151","-88.582303","PISTE","16","NO"," $9.248,69 "," $9.248,69 ","64.38","WMTUKE"
"20.695491","-88.587338","PISTE","36","NO"," $11.306,08 "," $11.306,08 ","58.42","WMTUKE"
"20.706538","-88.730765","PISTE","37","NO"," $40.838,82 "," $40.838,82 ","30.39","JGCHCH"
"20.698428","-88.586882","PISTE","165","NO"," $22.692,03 "," $22.692,03 ","35.19","JGCHCH"
"20.703067","-88.584474","PISTE","Sin Gestion","NO"," $4.990,97 "," $4.990,97 ","76.06","WMTUKE"
"20.685499","-88.562958","PISTE","44","NO"," $3.409,54 "," $3.409,54 ","73.45","PEBAMA"
"20.694635","-88.583792","PISTE","14","NO"," $31.718,36 "," $31.718,36 ","25.93","FEGONO"
"20.699201","-88.593238","PISTE","100","NO"," $8.651,97 "," $8.651,97 ","45.94","WMTUKE"
"20.838927","-88.530268","PISTE","20","NO"," $26.917,05 "," $26.917,05 ","26.55","FEGONO"
"20.8415","-88.524946","PISTE","Sin Gestion","NO"," $27.038,39 "," $27.038,39 ","47.41","FEGONO"
"20.70425","-88.585118","PISTE","18","NO"," $12.922,01 "," $12.922,01 ","38.37","FEGONO"
"20.707972","-88.812034","PISTE","15","NO"," $21.454,44 "," $21.454,44 ","42.03","JGCHCH"
"20.318379","-88.427351","PISTE","43","NO"," $16.431,11 "," $16.431,11 ","37.96","PEBAMA"
"20.694211","-88.595924","PISTE","Sin Gestion","NO"," $9.071,00 "," $9.071,00 ","41.89","WMTUKE"
"20.44621","-88.564431","PISTE","143","NO"," $28.939,45 "," $28.939,45 ","27.74","PEBAMA"
"20.709034","-88.732739","PISTE","293","NO"," $15.312,02 "," $15.312,02 ","30.19","JGCHCH"
"20.441088","-88.569152","PISTE","24","NO"," $2.860,33 "," $2.860,33 ","77.25","PEBAMA"
"20.616596","-88.414012","PISTE","131","NO"," $12.976,22 "," $12.976,22 ","34.33","WMTUKE"
"20.700826","-88.597769","PISTE","38","NO"," $45.074,25 "," $45.074,25 ","16.61","PEBAMA"
"20.510143","-88.712238","PISTE","Sin Gestion","NO"," $1.884,61 "," $1.884,61 ","82.03","JGCHCH"
"20.697286","-88.58939","PISTE","Sin Gestion","NO"," $14.267,74 "," $14.267,74 ","28.44","WMTUKE"
"20.770196","-88.566912","PISTE","19","NO"," $14.883,81 "," $14.883,81 ","28.46","FEGONO"
"20.44413","-88.565628","PISTE","30","NO"," $36.234,69 "," $36.234,69 ","14.2","PEBAMA"
"20.841469","-88.524891","PISTE","20","NO"," $19.681,37 "," $19.681,37 ","26.08","FEGONO"
"20.597505","-88.553483","PISTE","Sin Gestion","NO"," $32.777,57 "," $32.777,57 ","21.13","MBCEMI"
"20.540264","-88.676861","PISTE","114","NO"," $4.694,48 "," $4.694,48 ","62.86","JGCHCH"
"20.772744","-88.574926","PISTE","17","NO"," $12.898,52 "," $12.898,52 ","26.73","FEGONO"
"20.650074","-88.521903","PISTE","Sin Gestion","NO"," $14.826,37 "," $14.826,37 ","43.46","WMTUKE"
"20.703473","-88.587123","PISTE","41","NO"," $5.311,12 "," $5.311,12 ","60.08","JGCHCH"
"20.705624","-88.588203","PISTE","57","NO"," $24.261,82 "," $24.261,82 ","22.81","FEGONO"
"20.541868","-88.728586","PISTE","83","NO"," $5.652,66 "," $5.652,66 ","45.88","JGCHCH"
"0","0","PISTE","26","NO"," $11.703,54 "," $11.703,54 ","49.65","MBCEMI"
"20.702014","-88.583674","PISTE","Sin Gestion","NO"," $12.647,14 "," $12.647,14 ","27.89","WMTUKE"
"20.440921","-88.569271","PISTE","13","SI"," $72.815,77 "," $72.815,77 ","4.85","PEBAMA"
"20.512098","-88.71143","PISTE","83","NO"," $7.449,95 "," $7.449,95 ","29.23","JGCHCH"
"20.840562","-88.527832","PISTE","39","NO"," $7.975,52 "," $7.975,52 ","25.49","JGCHCH"
"20.438864","-88.572544","PISTE","44","NO"," $21.750,53 "," $21.750,53 ","15.4","PEBAMA"
"20.698689","-88.589284","PISTE","26","NO"," $13.364,47 "," $13.364,47 ","15.91","MBCEMI"
"20.597505","-88.553483","PISTE","Sin Gestion","NO"," $31.577,06 "," $31.577,06 ","4.92","MBCEMI"
"20.403517","-89.538272","TICUL","25","NO"," $20.247,81 "," $20.247,81 ","62.57","AANOMA"
"0","0","TICUL","23","NO"," $22.323,39 "," $22.323,39 ","58.38","AANOMA"
"20.368349","-89.509749","TICUL","30","NO"," $22.383,27 "," $22.383,27 ","58.65","AANOMA"
"20.195513","-89.276803","TICUL","52","NO"," $22.723,55 "," $22.723,55 ","70.47","MHGOCA"
"20.396487","-89.530801","TICUL","18","NO"," $55.274,54 "," $55.274,54 ","37.54","AANOMA"
"20.31123","-89.421146","TICUL","12","SI"," $18.328,98 "," $18.328,98 ","65.33","MHGOCA"
"0","0","TICUL","19","NO"," $18.215,21 "," $18.215,21 ","57.78","AANOMA"
"0","0","TICUL","15","NO"," $7.155,76 "," $7.155,76 ","79.9","OEDZEK"
"20.467314","-89.213217","TICUL","23","NO"," $20.662,83 "," $20.662,83 ","56.26","MHGOCA"
"0","0","TICUL","13","SI"," $10.910,89 "," $10.910,89 ","50.34","AANOMA"
"20.301091","-89.399696","TICUL","12","SI"," $14.534,03 "," $14.534,03 ","55.59","MHGOCA"
"20.385406","-89.529513","TICUL","13","SI"," $15.275,57 "," $15.275,57 ","52.28","OEDZEK"
"0","0","TICUL","17","NO"," $40.043,43 "," $40.043,43 ","29.68","AANOMA"
"0","0","TICUL","14","NO"," $13.363,53 "," $13.363,53 ","44.54","AANOMA"
"20.394289","-89.557283","TICUL","34","NO"," $41.698,65 "," $41.698,65 ","30.2","AANOMA"
"20.398644","-89.553062","TICUL","27","NO"," $13.082,98 "," $13.082,98 ","40.84","SACHDZ"
"20.269059","-89.353295","TICUL","20","NO"," $6.509,15 "," $6.509,15 ","67.28","MHGOCA"
"20.569627","-89.913291","TICUL","26","NO"," $41.515,79 "," $41.515,79 ","22.5","RMMEUI"
"20.409839","-89.528594","TICUL","15","NO"," $16.140,88 "," $16.140,88 ","39.45","OEDZEK"
"20.302777","-89.406426","TICUL","12","SI"," $71.111,01 "," $71.111,01 ","22.45","MHGOCA"
"20.392249","-89.545446","TICUL","26","NO"," $42.878,53 "," $42.878,53 ","18.91","AANOMA"
"20.404385","-89.531311","TICUL","18","NO"," $6.737,60 "," $6.737,60 ","71.91","RMMEUI"
"0","0","TICUL","17","NO"," $33.328,40 "," $33.328,40 ","38.47","AANOMA"
"20.296506","-89.405298","TICUL","14","NO"," $36.839,41 "," $36.839,41 ","30.24","RAMOMO"
"20.31107","-89.429744","TICUL","75","NO"," $10.806,75 "," $10.806,75 ","44.81","RAMOMO"
"20.396172","-89.542374","TICUL","17","NO"," $8.400,62 "," $8.400,62 ","45.33","SACHDZ"
"20.366774","-89.507455","TICUL","13","SI"," $27.510,19 "," $27.510,19 ","31.27","OEDZEK"
"20.394442","-89.557591","TICUL","12","SI"," $2.957,92 "," $2.957,92 ","66.02","AANOMA"
"20.402077","-89.547978","TICUL","14","NO"," $41.442,03 "," $41.442,03 ","22.95","SACHDZ"
"20.397926","-89.543977","TICUL","18","NO"," $3.703,27 "," $3.703,27 ","56.17","OEDZEK"
"20.327642","-89.450717","TICUL","25","NO"," $9.524,91 "," $9.524,91 ","39.41","MHGOCA"
"20.386787","-89.529349","TICUL","38","NO"," $17.427,07 "," $17.427,07 ","42.79","AANOMA"
"20.368786","-89.510134","TICUL","17","NO"," $12.213,32 "," $12.213,32 ","27.32","AANOMA"
"20.410297","-89.528335","TICUL","19","NO"," $25.159,18 "," $25.159,18 ","19.91","SACHDZ"
"20.398211","-89.527894","TICUL","13","SI"," $25.292,07 "," $25.292,07 ","26.5","OEDZEK"
"20.397602","-89.544747","TICUL","19","NO"," $28.098,65 "," $28.098,65 ","15.99","OEDZEK"
"20.401704","-89.538428","TICUL","17","NO"," $14.337,96 "," $14.337,96 ","29.44","OEDZEK"
"20.384376","-89.467663","TICUL","20","NO"," $47.057,45 "," $47.057,45 ","7.04","OEDZEK"
"20.100642","-89.459607","TICUL","44","NO"," $30.449,87 "," $30.449,87 ","6.29","MHGOCA"
"0","0","TICUL","52","NO"," $13.919,43 "," $13.919,43 ","11.04","AANOMA"
"0","0","TICUL","69","NO"," $44.753,18 "," $44.753,18 ","0","BNCHAL"
"20.398265","-89.538955","TICUL","19","NO"," $9.167,23 "," $9.167,23 ","78.08","SACHDZ"
"21.150113","-88.166174","TIZIMIN","41","NO"," $12.831,41 "," $12.831,41 ","81.44","OVOSSO"
"21.152592","-88.163606","TIZIMIN","23","NO"," $14.505,34 "," $14.505,34 ","71.25","ELTUMU"
"21.150117","-88.166193","TIZIMIN","Sin Gestion","NO"," $12.950,86 "," $12.950,86 ","75.01","OVOSSO"
"21.152732","-88.144072","TIZIMIN","13","SI"," $54.303,71 "," $54.303,71 ","41.44","OVOSSO"
"21.138174","-88.154444","TIZIMIN","16","NO"," $18.194,34 "," $18.194,34 ","65.58","OVOSSO"
"21.155751","-88.311846","TIZIMIN","34","NO"," $7.447,09 "," $7.447,09 ","81.01","OVOSSO"
"21.515281","-87.676202","TIZIMIN","12","SI"," $1.527,45 "," $1.527,45 ","94.5","FGMOIN"
"21.14031","-88.158458","TIZIMIN","15","NO"," $2.278,44 "," $2.278,44 ","94.28","ELTUMU"
"21.596598","-88.15898","TIZIMIN","12","SI"," $28.869,02 "," $28.869,02 ","45.95","HJROMA"
"21.155342","-88.312149","TIZIMIN","28","NO"," $14.531,06 "," $14.531,06 ","66.66","VJCHCA"
"21.594663","-88.156622","TIZIMIN","12","SI"," $4.057,67 "," $4.057,67 ","87.5","HJROMA"
"21.153575","-88.151246","TIZIMIN","17","NO"," $9.606,27 "," $9.606,27 ","80","ELTUMU"
"21.022029","-88.177524","TIZIMIN","25","NO"," $74.815,23 "," $74.815,23 ","52.77","VJCHCA"
"21.596998","-88.158983","TIZIMIN","12","SI"," $49.022,53 "," $49.022,53 ","41.58","HJROMA"
"0","0","TIZIMIN","13","SI"," $21.113,50 "," $21.113,50 ","50.84","VJCHCA"
"0","0","TIZIMIN","51","NO"," $10.387,64 "," $10.387,64 ","73.63","VJCHCA"
"21.146696","-88.167906","TIZIMIN","12","SI"," $14.975,50 "," $14.975,50 ","71.51","HJROMA"
"21.146921","-88.169292","TIZIMIN","12","SI"," $17.101,79 "," $17.101,79 ","65.11","HJROMA"
"21.597252","-88.15806","TIZIMIN","346","NO"," $28.890,01 "," $28.890,01 ","71.74","AEALAB"
"0","0","TIZIMIN","46","NO"," $6.553,00 "," $6.553,00 ","75","VJCHCA"
"21.596703","-88.155961","TIZIMIN","12","SI"," $19.430,39 "," $19.430,39 ","39.08","HJROMA"
"21.132962","-88.153592","TIZIMIN","23","NO"," $11.508,72 "," $11.508,72 ","63.91","OVOSSO"
"21.148943","-88.126786","TIZIMIN","34","NO"," $13.258,82 "," $13.258,82 ","67.04","OVOSSO"
"21.128086","-88.153523","TIZIMIN","12","SI"," $23.228,10 "," $23.228,10 ","56.66","HJROMA"
"21.156821","-88.168846","TIZIMIN","12","SI"," $21.299,47 "," $21.299,47 ","47.76","ELTUMU"
"21.302177","-88.056685","TIZIMIN","24","NO"," $16.059,95 "," $16.059,95 ","65.21","OVOSSO"
"21.513822","-87.680624","TIZIMIN","12","SI"," $12.643,71 "," $12.643,71 ","62.5","FGMOIN"
"21.143415","-88.16236","TIZIMIN","23","NO"," $9.501,04 "," $9.501,04 ","62.84","ELTUMU"
"21.146925","-88.169287","TIZIMIN","12","SI"," $26.717,92 "," $26.717,92 ","63.38","HJROMA"
"0","0","TIZIMIN","17","NO"," $104.924,09 "," $104.924,09 ","62.61","ZGTUCA"
"21.246176","-87.910458","TIZIMIN","17","NO"," $5.158,66 "," $5.158,66 ","80.6","ELTUMU"
"21.147896","-88.167857","TIZIMIN","12","SI"," $10.135,43 "," $10.135,43 ","62.5","HJROMA"
"21.147195","-88.145987","TIZIMIN","19","NO"," $18.027,64 "," $18.027,64 ","58.33","FGMOIN"
"21.151883","-88.127048","TIZIMIN","13","SI"," $5.182,70 "," $5.182,70 ","67.46","OVOSSO"
"21.516955","-87.682432","TIZIMIN","53","NO"," $10.792,25 "," $10.792,25 ","58.33","FGMOIN"
"21.595123","-88.158581","TIZIMIN","12","SI"," $9.373,37 "," $9.373,37 ","54.98","HJROMA"
"21.129581","-88.14213","TIZIMIN","14","NO"," $18.071,36 "," $18.071,36 ","40.37","OVOSSO"
"21.594802","-88.158982","TIZIMIN","12","SI"," $28.947,38 "," $28.947,38 ","24.57","HJROMA"
"21.515258","-87.677447","TIZIMIN","12","SI"," $18.917,48 "," $18.917,48 ","41.83","FGMOIN"
"21.129025","-88.154783","TIZIMIN","23","NO"," $21.781,72 "," $21.781,72 ","50","ELTUMU"
"21.598825","-88.158106","TIZIMIN","14","NO"," $27.821,43 "," $27.821,43 ","36.11","ZGTUCA"
"21.35402","-87.743336","TIZIMIN","209","NO"," $8.381,45 "," $8.381,45 ","55.17","FGMOIN"
"21.5898","-88.156892","TIZIMIN","12","SI"," $7.040,53 "," $7.040,53 ","55.85","HJROMA"
"21.595529","-88.157956","TIZIMIN","12","SI"," $22.297,68 "," $22.297,68 ","28.44","HJROMA"
"21.13549","-88.134426","TIZIMIN","25","NO"," $27.428,05 "," $27.428,05 ","41.66","ELTUMU"
"21.20888","-87.933291","TIZIMIN","17","NO"," $3.057,90 "," $3.057,90 ","71.53","ELTUMU"
"21.594416","-88.154163","TIZIMIN","12","SI"," $2.024,69 "," $2.024,69 ","80.93","HJROMA"
"21.130447","-88.159694","TIZIMIN","16","NO"," $12.091,73 "," $12.091,73 ","43.78","OVOSSO"
"21.216437","-87.724631","TIZIMIN","12","SI"," $10.019,61 "," $10.019,61 ","50","FGMOIN"
"21.147387","-88.168012","TIZIMIN","15","NO"," $15.457,76 "," $15.457,76 ","52.13","FGMOIN"
"21.137235","-88.134578","TIZIMIN","37","NO"," $3.708,21 "," $3.708,21 ","71.5","OVOSSO"
"21.135769","-88.134294","TIZIMIN","33","NO"," $20.014,83 "," $20.014,83 ","50","FGMOIN"
"21.139538","-88.13558","TIZIMIN","12","SI"," $18.737,18 "," $18.737,18 ","29.82","ELTUMU"
"21.140309","-88.158469","TIZIMIN","12","SI"," $28.779,30 "," $28.779,30 ","26.35","VJCHCA"
"21.144644","-88.143457","TIZIMIN","12","SI"," $7.962,42 "," $7.962,42 ","49.97","ELTUMU"
"21.138483","-88.156044","TIZIMIN","25","NO"," $38.750,83 "," $38.750,83 ","27.39","ELTUMU"
"21.400907","-87.878315","TIZIMIN","12","SI"," $3.011,88 "," $3.011,88 ","63.07","ELTUMU"
"20.936848","-88.004575","TIZIMIN","16","NO"," $4.307,06 "," $4.307,06 ","66.66","VJCHCA"
"21.141696","-88.140118","TIZIMIN","14","NO"," $3.879,45 "," $3.879,45 ","75","ZGTUCA"
"21.135978","-88.154102","TIZIMIN","16","NO"," $2.581,30 "," $2.581,30 ","69.4","OVOSSO"
"20.976476","-88.116434","TIZIMIN","13","SI"," $37.547,76 "," $37.547,76 ","13.54","VJCHCA"
"21.141673","-88.140401","TIZIMIN","13","SI"," $17.136,22 "," $17.136,22 ","22.32","ELTUMU"
"21.132472","-88.163067","TIZIMIN","13","SI"," $9.151,36 "," $9.151,36 ","54.15","ELTUMU"
"21.131303","-88.136949","TIZIMIN","16","NO"," $9.450,61 "," $9.450,61 ","63.24","OVOSSO"
"21.161313","-88.139703","TIZIMIN","24","NO"," $19.169,74 "," $19.169,74 ","25.94","OVOSSO"
"0","0","TIZIMIN","14","NO"," $40.833,19 "," $40.833,19 ","25","VJCHCA"
"0","0","TIZIMIN","76","NO"," $29.609,38 "," $29.609,38 ","27.51","VJCHCA"
"21.13213","-88.15971","TIZIMIN","22","NO"," $7.270,98 "," $7.270,98 ","54.45","ELTUMU"
"0","0","TIZIMIN","14","NO"," $58.218,96 "," $58.218,96 ","25","VJCHCA"
"21.135076","-88.133342","TIZIMIN","12","SI"," $36.964,53 "," $36.964,53 ","29.16","HJROMA"
"21.152077","-88.15389","TIZIMIN","13","SI"," $66.519,18 "," $66.519,18 ","11.27","OVOSSO"
"21.134509","-88.164096","TIZIMIN","13","SI"," $8.842,75 "," $8.842,75 ","44.82","OVOSSO"
"21.144444","-88.146628","TIZIMIN","13","SI"," $41.899,98 "," $41.899,98 ","15.55","ELTUMU"
"21.133709","-88.154367","TIZIMIN","13","SI"," $45.303,21 "," $45.303,21 ","12.13","OVOSSO"
"21.134194","-88.162085","TIZIMIN","13","SI"," $25.611,48 "," $25.611,48 ","20.96","VJCHCA"
"21.132472","-88.163067","TIZIMIN","20","NO"," $16.903,49 "," $16.903,49 ","19.65","ELTUMU"
"21.160715","-88.141532","TIZIMIN","Sin Gestion","NO"," $20.220,81 "," $20.220,81 ","22.93","FGMOIN"
"21.134349","-88.161997","TIZIMIN","16","NO"," $25.654,05 "," $25.654,05 ","16.66","VJCHCA"
"21.13212","-88.159677","TIZIMIN","13","SI"," $49.373,96 "," $49.373,96 ","4.05","ELTUMU"
"21.59121","-88.155521","TIZIMIN","12","SI"," $13.127,09 "," $13.127,09 ","18.41","HJROMA"
"21.59543","-88.156357","TIZIMIN","13","SI"," $10.373,99 "," $10.373,99 ","16.66","ZGTUCA"
"21.043815","-87.678315","TIZIMIN","14","NO"," $47.637,36 "," $47.637,36 ","8.3","ZGTUCA"
"21.155136","-88.158188","TIZIMIN","13","SI"," $13.162,27 "," $13.162,27 ","8.33","ZGTUCA"
"20.667265","-88.261583","TIZIMIN","13","SI"," $16.316,39 "," $16.316,39 ","0","ZGTUCA"
"21.158155","-88.152708","TIZIMIN","16","NO"," $75.014,79 "," $75.014,79 ","73.05","ELTUMU"
"21.15272","-88.144143","TIZIMIN","14","NO"," $23.308,24 "," $23.308,24 ","63.69","HJROMA"
"21.134552","-88.165032","TIZIMIN","13","SI"," $24.191,45 "," $24.191,45 ","70.83","OVOSSO"
"21.128579","-88.148557","TIZIMIN","19","NO"," $88.382,69 "," $88.382,69 ","61.05","VJCHCA"
"0","0","TUNKAS","30","NO"," $7.390,09 "," $7.390,09 ","88.71","LNDZUH"
"0","0","TUNKAS","19","NO"," $5.462,05 "," $5.462,05 ","81.43","LNDZUH"
"20.813368","-88.780217","TUNKAS","20","NO"," $12.671,46 "," $12.671,46 ","77.88","ARPACH"
"20.900806","-88.751533","TUNKAS","24","NO"," $18.414,92 "," $18.414,92 ","65.42","LNDZUH"
"20.905545","-88.745535","TUNKAS","258","NO"," $24.053,91 "," $24.053,91 ","56.82","LNDZUH"
"20.901425","-88.751804","TUNKAS","19","NO"," $31.209,90 "," $31.209,90 ","49.94","LNDZUH"
"20.900417","-88.752558","TUNKAS","74","NO"," $36.087,70 "," $36.087,70 ","52.74","LATULO"
"20.767925","-88.835903","TUNKAS","16","NO"," $4.706,16 "," $4.706,16 ","84.15","ARPACH"
"20.946666","-88.674722","TUNKAS","19","NO"," $7.048,09 "," $7.048,09 ","78.81","LNDZUH"
"20.81278","-88.776879","TUNKAS","34","NO"," $4.362,24 "," $4.362,24 ","83.9","ARPACH"
"20.905028","-88.747309","TUNKAS","13","SI"," $6.860,82 "," $6.860,82 ","78.66","LNDZUH"
"20.901425","-88.751804","TUNKAS","21","NO"," $30.984,30 "," $30.984,30 ","36.2","LNDZUH"
"20.902004","-88.755973","TUNKAS","12","SI"," $2.660,72 "," $2.660,72 ","83.66","LNDZUH"
"20.90033","-88.755839","TUNKAS","106","NO"," $12.008,41 "," $12.008,41 ","59.6","LNDZUH"
